2022-02-14 13:18:56,330 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-02-14 13:18:56,348 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-02-14 13:18:56,349 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-02-14 13:18:56,349 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-02-14 13:18:56,351 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-02-14 13:18:56,351 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-02-14 13:18:56,352 INFO  SwAddin.cs: 201 - Setting up command manager
2022-02-14 13:18:56,353 INFO  SwAddin.cs: 204 - Adding command manager
2022-02-14 13:18:56,354 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-02-14 13:18:56,362 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-02-14 13:18:56,362 INFO  SwAddin.cs: 210 - Adding event handlers
2022-02-14 13:18:56,479 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-02-14 13:20:42,166 INFO  SwAddin.cs: 294 - Assembly export called for file hopper_assy_long_export.SLDASM
2022-02-14 13:20:43,303 INFO  SwAddin.cs: 313 - Saving assembly
2022-02-14 13:20:43,367 INFO  SwAddin.cs: 316 - Opening property manager
2022-02-14 13:20:43,375 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hopper_assy_long_export.SLDASM
2022-02-14 13:20:43,401 INFO  ExportHelperExtension.cs: 1136 - Found 23 in hopper_assy_long_export.SLDASM
2022-02-14 13:20:43,402 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in hopper_assy_long_export.SLDASM
2022-02-14 13:20:43,402 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-02-14 13:20:43,403 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-02-14 13:20:43,404 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hopper_assy_long-1
2022-02-14 13:20:43,404 INFO  ExportHelperExtension.cs: 1136 - Found 26 in hopper_assy_long-1
2022-02-14 13:20:43,404 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hopper_assy_long-1
2022-02-14 13:20:43,405 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hopper_assy_long_export.SLDASM
2022-02-14 13:20:43,405 INFO  ExportHelperExtension.cs: 1136 - Found 23 in hopper_assy_long_export.SLDASM
2022-02-14 13:20:43,405 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hopper_assy_long_export.SLDASM
2022-02-14 13:20:43,405 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-02-14 13:20:43,406 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-02-14 13:20:43,406 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hopper_assy_long-1
2022-02-14 13:20:43,406 INFO  ExportHelperExtension.cs: 1136 - Found 26 in hopper_assy_long-1
2022-02-14 13:20:43,407 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hopper_assy_long-1
2022-02-14 13:20:43,686 INFO  SwAddin.cs: 339 - Loading config tree
2022-02-14 13:20:43,689 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-02-14 13:20:43,694 INFO  SwAddin.cs: 344 - Showing property manager
2022-02-14 13:20:48,157 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-02-14 13:21:06,049 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2022-02-14 13:21:06,328 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hopper_assy_long_export.SLDASM
2022-02-14 13:21:06,329 INFO  ExportHelperExtension.cs: 1136 - Found 24 in hopper_assy_long_export.SLDASM
2022-02-14 13:21:06,329 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in hopper_assy_long_export.SLDASM
2022-02-14 13:21:06,331 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-02-14 13:21:06,331 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-02-14 13:21:06,331 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hopper_assy_long-1
2022-02-14 13:21:06,331 INFO  ExportHelperExtension.cs: 1136 - Found 26 in hopper_assy_long-1
2022-02-14 13:21:06,331 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hopper_assy_long-1
2022-02-14 13:21:06,332 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hopper_assy_long_export.SLDASM
2022-02-14 13:21:06,332 INFO  ExportHelperExtension.cs: 1136 - Found 24 in hopper_assy_long_export.SLDASM
2022-02-14 13:21:06,332 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hopper_assy_long_export.SLDASM
2022-02-14 13:21:06,332 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-02-14 13:21:06,333 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-02-14 13:21:06,333 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hopper_assy_long-1
2022-02-14 13:21:06,333 INFO  ExportHelperExtension.cs: 1136 - Found 26 in hopper_assy_long-1
2022-02-14 13:21:06,334 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hopper_assy_long-1
2022-02-14 13:21:06,365 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-02-14 13:21:32,627 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2022-02-14 13:21:32,630 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
