2022-02-14 13:11:00,167 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-02-14 13:11:00,186 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-02-14 13:11:00,187 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-02-14 13:11:00,187 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-02-14 13:11:00,189 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-02-14 13:11:00,189 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-02-14 13:11:00,190 INFO  SwAddin.cs: 201 - Setting up command manager
2022-02-14 13:11:00,190 INFO  SwAddin.cs: 204 - Adding command manager
2022-02-14 13:11:00,192 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-02-14 13:11:00,200 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-02-14 13:11:00,200 INFO  SwAddin.cs: 210 - Adding event handlers
2022-02-14 13:11:00,317 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-02-14 13:12:44,651 INFO  SwAddin.cs: 294 - Assembly export called for file hopper_assy_short_export.SLDASM
2022-02-14 13:12:46,282 INFO  SwAddin.cs: 313 - Saving assembly
2022-02-14 13:12:46,358 INFO  SwAddin.cs: 316 - Opening property manager
2022-02-14 13:12:46,367 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hopper_assy_short_export.SLDASM
2022-02-14 13:12:46,393 INFO  ExportHelperExtension.cs: 1136 - Found 23 in hopper_assy_short_export.SLDASM
2022-02-14 13:12:46,394 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in hopper_assy_short_export.SLDASM
2022-02-14 13:12:46,395 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-02-14 13:12:46,395 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-02-14 13:12:46,396 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hopper_assy_short-1
2022-02-14 13:12:46,397 INFO  ExportHelperExtension.cs: 1136 - Found 26 in hopper_assy_short-1
2022-02-14 13:12:46,397 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hopper_assy_short-1
2022-02-14 13:12:46,397 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hopper_assy_short_export.SLDASM
2022-02-14 13:12:46,397 INFO  ExportHelperExtension.cs: 1136 - Found 23 in hopper_assy_short_export.SLDASM
2022-02-14 13:12:46,398 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hopper_assy_short_export.SLDASM
2022-02-14 13:12:46,398 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-02-14 13:12:46,398 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-02-14 13:12:46,398 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hopper_assy_short-1
2022-02-14 13:12:46,399 INFO  ExportHelperExtension.cs: 1136 - Found 26 in hopper_assy_short-1
2022-02-14 13:12:46,399 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hopper_assy_short-1
2022-02-14 13:12:46,599 INFO  SwAddin.cs: 339 - Loading config tree
2022-02-14 13:12:46,602 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-02-14 13:12:46,608 INFO  SwAddin.cs: 344 - Showing property manager
2022-02-14 13:12:49,302 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-02-14 13:12:59,443 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-02-14 13:13:02,217 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2022-02-14 13:13:02,477 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hopper_assy_short_export.SLDASM
2022-02-14 13:13:02,479 INFO  ExportHelperExtension.cs: 1136 - Found 24 in hopper_assy_short_export.SLDASM
2022-02-14 13:13:02,479 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in hopper_assy_short_export.SLDASM
2022-02-14 13:13:02,479 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-02-14 13:13:02,479 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-02-14 13:13:02,480 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hopper_assy_short-1
2022-02-14 13:13:02,480 INFO  ExportHelperExtension.cs: 1136 - Found 26 in hopper_assy_short-1
2022-02-14 13:13:02,480 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hopper_assy_short-1
2022-02-14 13:13:02,481 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hopper_assy_short_export.SLDASM
2022-02-14 13:13:02,481 INFO  ExportHelperExtension.cs: 1136 - Found 24 in hopper_assy_short_export.SLDASM
2022-02-14 13:13:02,481 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hopper_assy_short_export.SLDASM
2022-02-14 13:13:02,481 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-02-14 13:13:02,482 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-02-14 13:13:02,482 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hopper_assy_short-1
2022-02-14 13:13:02,482 INFO  ExportHelperExtension.cs: 1136 - Found 26 in hopper_assy_short-1
2022-02-14 13:13:02,483 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hopper_assy_short-1
2022-02-14 13:13:02,511 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-02-14 13:13:08,897 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2022-02-14 13:13:08,900 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
